Brown University Keck/NASA Relab Spectrum LR-CMP-106/BKR1LR106
Wavelength(micron)	Reflectance
1.545	0.38802
1.55	0.38846
1.555	0.38857
1.56	0.38936
1.565	0.38957
1.57	0.38931
1.575	0.38973
1.58	0.38916
1.585	0.39002
1.59	0.38939
1.595	0.38978
1.6	0.39015
1.605	0.39008
1.61	0.39046
1.615	0.39057
1.62	0.39089
1.625	0.39009
1.63	0.38991
1.635	0.39062
1.64	0.39057
1.645	0.39066
1.65	0.39092
1.655	0.39089
1.66	0.39087
1.665	0.39092
1.67	0.39120
1.675	0.39075
1.68	0.39140
1.685	0.39073
1.69	0.39079
1.695	0.39023
1.7	0.38975
1.705	0.39022
1.71	0.39030
1.715	0.39035
1.72	0.39107
1.725	0.39093
1.73	0.39100
1.735	0.39083
1.74	0.39066
1.745	0.39050
1.75	0.39023
1.755	0.38898
1.76	0.38919
1.765	0.38919
1.77	0.38922
1.775	0.38892
1.78	0.38926
1.785	0.38926
1.79	0.38977
1.795	0.38965
1.8	0.38832
1.805	0.38884
1.81	0.38947
1.815	0.38921
1.82	0.38908
1.825	0.38854
1.83	0.38871
1.835	0.38916
1.84	0.38935
1.845	0.38960
1.85	0.39062
1.855	0.39063
1.86	0.38974
1.865	0.39068
1.87	0.39172
1.875	0.39146
1.88	0.39150
1.885	0.39275
1.89	0.39141
1.895	0.39053
1.9	0.39100
1.905	0.39132
1.91	0.39103
1.915	0.39224
1.92	0.39262
1.925	0.39419
1.93	0.39245
1.935	0.39260
1.94	0.39270
1.945	0.39297
1.95	0.39302
1.955	0.39347
1.96	0.39283
1.965	0.39353
1.97	0.39374
1.975	0.39481
1.98	0.39464
1.985	0.39553
1.99	0.39542
1.995	0.39644
2	0.39628
2.005	0.39772
2.01	0.39842
2.015	0.39916
2.02	0.39942
2.025	0.40080
2.03	0.39994
2.035	0.40084
2.04	0.40139
2.045	0.40187
2.05	0.40256
2.055	0.40343
2.06	0.40380
2.065	0.40415
2.07	0.40472
2.075	0.40521
2.08	0.40611
2.085	0.40643
2.09	0.40680
2.095	0.40813
2.1	0.40942
2.105	0.40945
2.11	0.41130
2.115	0.41096
2.12	0.41127
2.125	0.41196
2.13	0.41272
2.135	0.41312
2.14	0.41399
2.145	0.41393
2.15	0.41414
2.155	0.41417
2.16	0.41573
2.165	0.41561
2.17	0.41582
2.175	0.41647
2.18	0.41792
2.185	0.41836
2.19	0.41861
2.195	0.41932
2.2	0.41976
2.205	0.42094
2.21	0.42167
2.215	0.42280
2.22	0.42319
2.225	0.42473
2.23	0.42444
2.235	0.42551
2.24	0.42645
2.245	0.42743
2.25	0.42819
2.255	0.42900
2.26	0.42993
2.265	0.43096
2.27	0.43119
2.275	0.43231
2.28	0.43377
2.285	0.43370
2.29	0.43483
2.295	0.43639
2.3	0.43786
2.305	0.43872
2.31	0.43859
2.315	0.43917
2.32	0.43921
2.325	0.44001
2.33	0.44046
2.335	0.44118
2.34	0.44115
2.345	0.44147
2.35	0.44273
2.355	0.44310
2.36	0.44304
2.365	0.44352
2.37	0.44352
2.375	0.44389
2.38	0.44535
2.385	0.44482
2.39	0.44641
2.395	0.44608
2.4	0.44780
2.405	0.44838
2.41	0.44910
2.415	0.44922
2.42	0.45078
2.425	0.45142
2.43	0.45184
2.435	0.45100
2.44	0.45233
2.445	0.45139
2.45	0.45194
2.455	0.45363
2.46	0.45353
2.465	0.45478
2.47	0.45257
2.475	0.45483
2.48	0.45639
2.485	0.45704
2.49	0.45709
2.495	0.45774
2.5	0.45814
2.505	0.45833
2.51	0.45935
2.515	0.45925
2.52	0.45908
2.525	0.45939
2.53	0.46057
2.535	0.45987
2.54	0.46028
2.545	0.46312
2.55	0.46045
2.5519	0.46055
2.5531	0.46075
2.5544	0.46088
2.5557	0.46107
2.5569	0.46135
2.5582	0.46153
2.5594	0.46167
2.5607	0.46192
2.562	0.46218
2.5632	0.46235
2.5645	0.46255
2.5658	0.46266
2.5671	0.46271
2.5683	0.46286
2.5696	0.46312
2.5709	0.46320
2.5721	0.46339
2.5734	0.46380
2.5747	0.46387
2.576	0.46407
2.5773	0.46429
2.5785	0.46428
2.5798	0.46447
2.5811	0.46469
2.5824	0.46482
2.5837	0.46528
2.585	0.46563
2.5863	0.46552
2.5875	0.46568
2.5888	0.46584
2.5901	0.46595
2.5914	0.46606
2.5927	0.46632
2.594	0.46700
2.5953	0.46757
2.5966	0.46725
2.5979	0.46695
2.5992	0.46687
2.6005	0.46710
2.6018	0.46750
2.6031	0.46780
2.6044	0.46812
2.6058	0.46857
2.6071	0.46851
2.6084	0.46844
2.6097	0.46855
2.611	0.46860
2.6123	0.46863
2.6136	0.46878
2.6149	0.46895
2.6163	0.46942
2.6176	0.46969
2.6189	0.46970
2.6202	0.47015
2.6216	0.47016
2.6229	0.46994
2.6242	0.47007
2.6255	0.47030
2.6269	0.47062
2.6282	0.47061
2.6295	0.47095
2.6309	0.47140
2.6322	0.47116
2.6335	0.47125
2.6349	0.47151
2.6362	0.47146
2.6376	0.47155
2.6389	0.47167
2.6402	0.47182
2.6416	0.47200
2.6429	0.47219
2.6443	0.47231
2.6456	0.47259
2.647	0.47269
2.6483	0.47269
2.6497	0.47274
2.651	0.47297
2.6524	0.47337
2.6538	0.47341
2.6551	0.47337
2.6565	0.47359
2.6578	0.47359
2.6592	0.47381
2.6606	0.47395
2.6619	0.47401
2.6633	0.47407
2.6647	0.47456
2.666	0.47491
2.6674	0.47479
2.6688	0.47444
2.6701	0.47489
2.6715	0.47486
2.6729	0.47414
2.6743	0.47410
2.6757	0.47442
2.677	0.47462
2.6784	0.47444
2.6798	0.47450
2.6812	0.47429
2.6826	0.47421
2.684	0.47425
2.6854	0.47417
2.6868	0.47407
2.6881	0.47401
2.6895	0.47396
2.6909	0.47385
2.6923	0.47389
2.6937	0.47405
2.6951	0.47386
2.6965	0.47339
2.6979	0.47307
2.6993	0.47294
2.7008	0.47293
2.7021	0.47276
2.7036	0.47253
2.705	0.47233
2.7064	0.47206
2.7078	0.47191
2.7092	0.47193
2.7106	0.47187
2.7121	0.47146
2.7135	0.47086
2.7149	0.47051
2.7163	0.47026
2.7177	0.47018
2.7192	0.47020
2.7206	0.47020
2.722	0.46935
2.7234	0.46879
2.7249	0.46851
2.7263	0.46785
2.7277	0.46717
2.7292	0.46679
2.7306	0.46636
2.7321	0.46584
2.7335	0.46555
2.7349	0.46513
2.7364	0.46435
2.7378	0.46392
2.7393	0.46379
2.7407	0.46336
2.7422	0.46253
2.7436	0.46169
2.7451	0.46111
2.7465	0.46059
2.748	0.45995
2.7494	0.45942
2.7509	0.45891
2.7524	0.45835
2.7538	0.45787
2.7553	0.45764
2.7567	0.45692
2.7582	0.45603
2.7597	0.45542
2.7611	0.45500
2.7626	0.45472
2.7641	0.45413
2.7656	0.45348
2.767	0.45304
2.7685	0.45255
2.77	0.45205
2.7715	0.45156
2.773	0.45093
2.7744	0.45041
2.7759	0.44999
2.7774	0.44962
2.7789	0.44920
2.7804	0.44871
2.7819	0.44834
2.7834	0.44791
2.7849	0.44747
2.7864	0.44730
2.7879	0.44705
2.7894	0.44649
2.7909	0.44602
2.7924	0.44569
2.7939	0.44534
2.7954	0.44493
2.7969	0.44467
2.7984	0.44436
2.7999	0.44407
2.8014	0.44385
2.8029	0.44377
2.8044	0.44350
2.806	0.44312
2.8075	0.44287
2.809	0.44262
2.8105	0.44233
2.8121	0.44216
2.8136	0.44209
2.8151	0.44190
2.8166	0.44159
2.8182	0.44142
2.8197	0.44127
2.8212	0.44106
2.8228	0.44087
2.8243	0.44082
2.8259	0.44063
2.8274	0.44035
2.8289	0.44017
2.8305	0.44012
2.832	0.44002
2.8336	0.43992
2.8351	0.43981
2.8367	0.43964
2.8382	0.43951
2.8398	0.43947
2.8413	0.43941
2.8429	0.43933
2.8444	0.43921
2.846	0.43906
2.8476	0.43889
2.8491	0.43879
2.8507	0.43864
2.8523	0.43856
2.8538	0.43857
2.8554	0.43845
2.857	0.43834
2.8586	0.43830
2.8601	0.43820
2.8617	0.43808
2.8633	0.43801
2.8649	0.43798
2.8665	0.43796
2.8681	0.43787
2.8696	0.43778
2.8712	0.43771
2.8728	0.43764
2.8744	0.43750
2.876	0.43742
2.8776	0.43740
2.8792	0.43738
2.8808	0.43723
2.8824	0.43699
2.884	0.43696
2.8856	0.43699
2.8872	0.43697
2.8888	0.43694
2.8904	0.43696
2.892	0.43700
2.8937	0.43696
2.8953	0.43688
2.8969	0.43686
2.8985	0.43688
2.9001	0.43686
2.9018	0.43679
2.9034	0.43679
2.905	0.43676
2.9066	0.43670
2.9083	0.43656
2.9099	0.43636
2.9115	0.43629
2.9132	0.43638
2.9148	0.43642
2.9164	0.43645
2.9181	0.43650
2.9197	0.43655
2.9214	0.43657
2.923	0.43658
2.9247	0.43660
2.9263	0.43659
2.928	0.43652
2.9296	0.43656
2.9313	0.43660
2.9329	0.43659
2.9346	0.43658
2.9363	0.43668
2.9379	0.43676
2.9396	0.43664
2.9413	0.43654
2.9429	0.43672
2.9446	0.43689
2.9463	0.43690
2.9479	0.43671
2.9496	0.43670
2.9513	0.43695
2.953	0.43703
2.9547	0.43706
2.9564	0.43713
2.958	0.43723
2.9597	0.43723
2.9614	0.43722
2.9631	0.43730
2.9648	0.43736
2.9665	0.43730
2.9682	0.43724
2.9699	0.43739
2.9716	0.43765
2.9733	0.43780
2.975	0.43784
2.9767	0.43790
2.9784	0.43805
2.9801	0.43822
2.9818	0.43831
2.9836	0.43830
2.9853	0.43833
2.987	0.43851
2.9887	0.43870
2.9904	0.43883
2.9922	0.43893
2.9939	0.43902
2.9956	0.43914
2.9974	0.43941
2.9991	0.43952
3.0008	0.43969
3.0026	0.43985
3.0043	0.43999
3.0061	0.44015
3.0078	0.44035
3.0095	0.44053
3.0113	0.44072
3.013	0.44090
3.0148	0.44107
3.0165	0.44125
3.0183	0.44144
3.0201	0.44158
3.0218	0.44165
3.0236	0.44159
3.0253	0.44161
3.0271	0.44194
3.0289	0.44235
3.0306	0.44257
3.0324	0.44273
3.0342	0.44285
3.036	0.44298
3.0377	0.44311
3.0395	0.44339
3.0413	0.44366
3.0431	0.44386
3.0449	0.44404
3.0467	0.44424
3.0485	0.44439
3.0503	0.44451
3.0521	0.44468
3.0538	0.44494
3.0556	0.44508
3.0574	0.44509
3.0593	0.44537
3.0611	0.44567
3.0629	0.44593
3.0647	0.44619
3.0665	0.44639
3.0683	0.44658
3.0701	0.44672
3.0719	0.44691
3.0738	0.44718
3.0756	0.44740
3.0774	0.44760
3.0792	0.44775
3.0811	0.44790
3.0829	0.44817
3.0847	0.44844
3.0866	0.44869
3.0884	0.44891
3.0902	0.44906
3.0921	0.44918
3.0939	0.44950
3.0958	0.44985
3.0976	0.45006
3.0995	0.45027
3.1013	0.45054
3.1032	0.45078
3.1051	0.45101
3.1069	0.45121
3.1088	0.45150
3.1106	0.45177
3.1125	0.45199
3.1144	0.45221
3.1162	0.45248
3.1181	0.45276
3.12	0.45305
3.1219	0.45326
3.1238	0.45351
3.1256	0.45384
3.1275	0.45411
3.1294	0.45439
3.1313	0.45466
3.1332	0.45495
3.1351	0.45527
3.137	0.45557
3.1389	0.45581
3.1408	0.45608
3.1427	0.45640
3.1446	0.45671
3.1465	0.45700
3.1484	0.45733
3.1503	0.45766
3.1522	0.45801
3.1541	0.45831
3.1561	0.45855
3.158	0.45881
3.1599	0.45908
3.1619	0.45935
3.1638	0.45964
3.1657	0.45997
3.1676	0.46028
3.1696	0.46049
3.1715	0.46059
3.1735	0.46094
3.1754	0.46150
3.1773	0.46183
3.1793	0.46209
3.1812	0.46241
3.1832	0.46266
3.1851	0.46282
3.1871	0.46311
3.1891	0.46345
3.191	0.46375
3.193	0.46402
3.195	0.46424
3.1969	0.46456
3.1989	0.46490
3.2009	0.46514
3.2029	0.46528
3.2048	0.46535
3.2068	0.46556
3.2088	0.46583
3.2108	0.46624
3.2128	0.46674
3.2148	0.46699
3.2168	0.46713
3.2188	0.46743
3.2208	0.46779
3.2228	0.46803
3.2248	0.46823
3.2268	0.46844
3.2288	0.46873
3.2308	0.46903
3.2328	0.46927
3.2348	0.46938
3.2369	0.46956
3.2389	0.46983
3.2409	0.46999
3.2429	0.47011
3.2449	0.47032
3.247	0.47043
3.249	0.47069
3.2511	0.47114
3.2531	0.47156
3.2551	0.47179
3.2572	0.47197
3.2592	0.47211
3.2613	0.47229
3.2633	0.47257
3.2654	0.47283
3.2674	0.47310
3.2695	0.47342
3.2716	0.47364
3.2736	0.47389
3.2757	0.47417
3.2778	0.47441
3.2798	0.47470
3.2819	0.47496
3.284	0.47512
3.2861	0.47534
3.2882	0.47560
3.2902	0.47596
3.2923	0.47624
3.2944	0.47641
3.2965	0.47650
3.2986	0.47673
3.3007	0.47702
3.3028	0.47729
3.3049	0.47743
3.307	0.47766
3.3091	0.47803
3.3113	0.47833
3.3134	0.47850
3.3155	0.47866
3.3176	0.47874
3.3197	0.47888
3.3219	0.47915
3.324	0.47947
3.3261	0.47965
3.3283	0.47983
3.3304	0.47995
3.3325	0.48014
3.3347	0.48028
3.3368	0.48044
3.339	0.48056
3.3411	0.48053
3.3433	0.48055
3.3454	0.48067
3.3476	0.48062
3.3498	0.48052
3.3519	0.48026
3.3541	0.47993
3.3563	0.47963
3.3584	0.47937
3.3606	0.47891
3.3628	0.47832
3.365	0.47767
3.3672	0.47692
3.3694	0.47613
3.3715	0.47554
3.3737	0.47514
3.3759	0.47497
3.3781	0.47522
3.3803	0.47584
3.3825	0.47649
3.3847	0.47714
3.3869	0.47770
3.3892	0.47806
3.3914	0.47801
3.3936	0.47754
3.3958	0.47686
3.3981	0.47605
3.4003	0.47514
3.4025	0.47410
3.4047	0.47295
3.407	0.47183
3.4092	0.47085
3.4115	0.47011
3.4137	0.46963
3.416	0.46969
3.4182	0.47031
3.4205	0.47144
3.4227	0.47304
3.425	0.47485
3.4273	0.47658
3.4295	0.47816
3.4318	0.47940
3.4341	0.48060
3.4363	0.48170
3.4386	0.48264
3.4409	0.48342
3.4432	0.48417
3.4455	0.48492
3.4478	0.48560
3.4501	0.48621
3.4523	0.48681
3.4546	0.48738
3.4569	0.48793
3.4593	0.48841
3.4616	0.48887
3.4639	0.48918
3.4662	0.48932
3.4685	0.48931
3.4708	0.48925
3.4732	0.48920
3.4755	0.48922
3.4778	0.48922
3.4801	0.48927
3.4825	0.48947
3.4848	0.48961
3.4872	0.48945
3.4895	0.48918
3.4919	0.48870
3.4942	0.48814
3.4966	0.48752
3.4989	0.48721
3.5013	0.48736
3.5037	0.48810
3.506	0.48945
3.5084	0.49107
3.5108	0.49261
3.5132	0.49400
3.5155	0.49522
3.5179	0.49628
3.5203	0.49702
3.5227	0.49760
3.5251	0.49820
3.5275	0.49875
3.5299	0.49916
3.5323	0.49956
3.5347	0.49992
3.5371	0.50023
3.5395	0.50048
3.5419	0.50072
3.5444	0.50095
3.5468	0.50119
3.5492	0.50143
3.5517	0.50169
3.5541	0.50188
3.5565	0.50208
3.559	0.50229
3.5614	0.50256
3.5639	0.50276
3.5663	0.50300
3.5688	0.50321
3.5712	0.50338
3.5737	0.50352
3.5761	0.50380
3.5786	0.50402
3.5811	0.50420
3.5836	0.50435
3.586	0.50453
3.5885	0.50476
3.591	0.50502
3.5935	0.50515
3.596	0.50534
3.5985	0.50554
3.601	0.50570
3.6035	0.50585
3.606	0.50608
3.6085	0.50627
3.611	0.50646
3.6135	0.50661
3.6161	0.50677
3.6186	0.50692
3.6211	0.50705
3.6236	0.50721
3.6262	0.50743
3.6287	0.50760
3.6313	0.50780
3.6338	0.50796
3.6363	0.50806
3.6389	0.50817
3.6414	0.50836
3.644	0.50856
3.6466	0.50872
3.6491	0.50883
3.6517	0.50898
3.6543	0.50911
3.6569	0.50928
3.6594	0.50939
3.662	0.50953
3.6646	0.50970
3.6672	0.50982
3.6698	0.50995
3.6724	0.51016
3.675	0.51031
3.6776	0.51046
3.6802	0.51058
3.6828	0.51074
3.6854	0.51088
3.6881	0.51105
3.6907	0.51121
3.6933	0.51138
3.6959	0.51150
3.6986	0.51170
3.7012	0.51185
3.7039	0.51195
3.7065	0.51203
3.7092	0.51219
3.7118	0.51234
3.7145	0.51248
3.7171	0.51256
3.7198	0.51271
3.7225	0.51283
3.7252	0.51295
3.7278	0.51307
3.7305	0.51324
3.7332	0.51334
3.7359	0.51345
3.7386	0.51357
3.7413	0.51374
3.744	0.51385
3.7467	0.51400
3.7494	0.51415
3.7521	0.51429
3.7548	0.51436
3.7576	0.51451
3.7603	0.51463
3.763	0.51478
3.7657	0.51482
3.7685	0.51490
3.7712	0.51501
3.774	0.51515
3.7767	0.51520
3.7795	0.51530
3.7822	0.51543
3.785	0.51555
3.7877	0.51561
3.7905	0.51569
3.7933	0.51574
3.7961	0.51582
3.7988	0.51588
3.8016	0.51594
3.8044	0.51601
3.8072	0.51610
3.81	0.51615
3.8128	0.51625
3.8156	0.51629
3.8184	0.51633
3.8212	0.51640
3.8241	0.51649
3.8269	0.51653
3.8297	0.51661
3.8325	0.51667
3.8354	0.51671
3.8382	0.51676
3.8411	0.51688
3.8439	0.51692
3.8468	0.51694
3.8496	0.51695
3.8525	0.51704
3.8553	0.51711
3.8582	0.51718
3.8611	0.51717
3.8639	0.51722
3.8668	0.51727
3.8697	0.51732
3.8726	0.51728
3.8755	0.51734
3.8784	0.51733
3.8813	0.51736
3.8842	0.51742
3.8871	0.51746
3.89	0.51742
3.893	0.51748
3.8959	0.51753
3.8988	0.51755
3.9017	0.51751
3.9047	0.51751
3.9076	0.51752
3.9106	0.51757
3.9135	0.51754
3.9165	0.51756
3.9194	0.51756
3.9224	0.51754
3.9254	0.51749
3.9284	0.51753
3.9313	0.51750
3.9343	0.51750
3.9373	0.51751
3.9403	0.51753
3.9433	0.51751
3.9463	0.51755
3.9493	0.51754
3.9523	0.51755
3.9553	0.51749
3.9583	0.51747
3.9614	0.51748
3.9644	0.51749
3.9674	0.51741
3.9705	0.51739
3.9735	0.51737
3.9766	0.51739
3.9796	0.51732
3.9826	0.51731
3.9857	0.51727
3.9888	0.51725
3.9919	0.51718
3.9949	0.51714
3.998	0.51705
4.0011	0.51702
4.0042	0.51698
4.0073	0.51698
4.0104	0.51695
4.0135	0.51694
4.0166	0.51685
4.0197	0.51681
4.0228	0.51675
4.0259	0.51675
4.0291	0.51668
4.0322	0.51664
4.0353	0.51660
4.0385	0.51660
4.0416	0.51655
4.0448	0.51652
4.0479	0.51648
4.0511	0.51646
4.0543	0.51639
4.0574	0.51635
4.0606	0.51624
4.0638	0.51621
4.067	0.51614
4.0702	0.51604
4.0734	0.51596
4.0766	0.51595
4.0798	0.51587
4.083	0.51586
4.0862	0.51579
4.0894	0.51572
4.0927	0.51560
4.0959	0.51554
4.0991	0.51539
4.1024	0.51537
4.1056	0.51531
4.1089	0.51523
4.1121	0.51515
4.1154	0.51507
4.1187	0.51494
4.122	0.51485
4.1252	0.51473
4.1285	0.51469
4.1318	0.51460
4.1351	0.51451
4.1384	0.51435
4.1417	0.51427
4.145	0.51413
4.1483	0.51401
4.1516	0.51384
4.155	0.51377
4.1583	0.51366
4.1616	0.51355
4.165	0.51345
4.1683	0.51340
4.1717	0.51325
4.175	0.51311
4.1784	0.51292
4.1818	0.51281
4.1852	0.51265
4.1885	0.51250
4.1919	0.51223
4.1953	0.51191
4.1987	0.51155
4.2021	0.51113
4.2055	0.51055
4.2089	0.50996
4.2124	0.50929
4.2158	0.50867
4.2192	0.50809
4.2226	0.50763
4.2261	0.50710
4.2295	0.50669
4.233	0.50631
4.2365	0.50605
4.2399	0.50566
4.2434	0.50541
4.2469	0.50524
4.2503	0.50533
4.2538	0.50550
4.2573	0.50557
4.2608	0.50478
4.2643	0.50376
4.2678	0.50296
4.2714	0.50241
4.2749	0.50187
4.2784	0.50136
4.2819	0.50074
4.2855	0.50019
4.289	0.49947
4.2926	0.49879
4.2961	0.49807
4.2997	0.49745
4.3033	0.49675
4.3068	0.49614
4.3104	0.49555
4.314	0.49509
4.3176	0.49460
4.3212	0.49416
4.3248	0.49362
4.3284	0.49318
4.332	0.49269
4.3356	0.49225
4.3393	0.49172
4.3429	0.49128
4.3465	0.49074
4.3502	0.49023
4.3538	0.48966
4.3575	0.48914
4.3611	0.48855
4.3648	0.48805
4.3685	0.48752
4.3722	0.48701
4.3759	0.48650
4.3796	0.48603
4.3833	0.48549
4.387	0.48501
4.3907	0.48449
4.3944	0.48403
4.3981	0.48362
4.4019	0.48331
4.4056	0.48293
4.4094	0.48266
4.4131	0.48234
4.4169	0.48205
4.4206	0.48177
4.4244	0.48160
4.4282	0.48141
4.432	0.48128
4.4358	0.48107
4.4396	0.48088
4.4434	0.48065
4.4472	0.48048
4.451	0.48023
4.4548	0.47997
4.4586	0.47963
4.4625	0.47944
4.4663	0.47912
4.4702	0.47874
4.474	0.47826
4.4779	0.47782
4.4818	0.47728
4.4856	0.47684
4.4895	0.47632
4.4934	0.47575
4.4973	0.47508
4.5012	0.47448
4.5051	0.47380
4.509	0.47316
4.513	0.47244
4.5169	0.47173
4.5208	0.47095
4.5248	0.47020
4.5287	0.46936
4.5327	0.46854
4.5367	0.46758
4.5406	0.46667
4.5446	0.46564
4.5486	0.46467
4.5526	0.46366
4.5566	0.46266
4.5606	0.46159
4.5646	0.46057
4.5686	0.45941
4.5727	0.45829
4.5767	0.45711
4.5808	0.45595
4.5848	0.45461
4.5889	0.45334
4.5929	0.45201
4.597	0.45068
4.6011	0.44925
4.6052	0.44783
4.6093	0.44632
4.6134	0.44482
4.6175	0.44322
4.6216	0.44165
4.6257	0.44000
4.6298	0.43844
4.634	0.43684
4.6381	0.43532
4.6423	0.43381
4.6464	0.43242
4.6506	0.43105
4.6548	0.42982
4.659	0.42862
4.6631	0.42751
4.6673	0.42635
4.6715	0.42526
4.6758	0.42408
4.68	0.42295
4.6842	0.42171
4.6884	0.42052
4.6927	0.41928
4.6969	0.41812
4.7012	0.41683
4.7055	0.41558
4.7097	0.41430
4.714	0.41306
4.7183	0.41177
4.7226	0.41050
4.7269	0.40919
4.7312	0.40793
4.7355	0.40663
4.7399	0.40540
4.7442	0.40413
4.7485	0.40294
4.7529	0.40173
4.7573	0.40065
4.7616	0.39954
4.766	0.39849
4.7704	0.39739
4.7748	0.39640
4.7792	0.39535
4.7836	0.39443
4.788	0.39345
4.7924	0.39249
4.7969	0.39143
4.8013	0.39042
4.8058	0.38928
4.8102	0.38820
4.8147	0.38704
4.8191	0.38593
4.8236	0.38474
4.8281	0.38358
4.8326	0.38231
4.8371	0.38111
4.8416	0.37987
4.8462	0.37867
4.8507	0.37739
4.8553	0.37613
4.8598	0.37481
4.8644	0.37357
4.8689	0.37224
4.8735	0.37094
4.8781	0.36956
4.8827	0.36825
4.8873	0.36693
4.8919	0.36561
4.8965	0.36418
4.9011	0.36282
4.9058	0.36137
4.9104	0.35996
4.9151	0.35847
4.9197	0.35705
4.9244	0.35558
4.9291	0.35421
4.9338	0.35277
4.9385	0.35141
4.9432	0.34997
4.9479	0.34859
4.9526	0.34717
4.9574	0.34580
4.9621	0.34437
4.9669	0.34301
4.9716	0.34162
4.9764	0.34027
4.9812	0.33881
4.986	0.33746
