Brown University Keck/NASA Relab Spectrum LR-CMP-026/LALR26
Wavelength(micron)	Reflectance
0.865	0.09856
0.87	0.09799
0.875	0.09757
0.88	0.09688
0.885	0.09663
0.89	0.09611
0.895	0.09544
0.9	0.09533
0.905	0.09475
0.91	0.09395
0.915	0.09397
0.92	0.09397
0.925	0.09342
0.93	0.09306
0.935	0.09300
0.94	0.09271
0.945	0.09274
0.95	0.09265
0.955	0.09254
0.96	0.09262
0.965	0.09267
0.97	0.09263
0.975	0.09263
0.98	0.09262
0.985	0.09304
0.99	0.09324
0.995	0.09315
1	0.09315
1.005	0.09353
1.01	0.09373
1.015	0.09416
1.02	0.09453
1.025	0.09481
1.03	0.09513
1.035	0.09589
1.04	0.09648
1.045	0.09680
1.05	0.09748
1.055	0.09814
1.06	0.09870
1.065	0.09954
1.07	0.10029
1.075	0.10096
1.08	0.10187
1.085	0.10248
1.09	0.10344
1.095	0.10439
1.1	0.10520
1.105	0.10581
1.11	0.10703
1.115	0.10771
1.12	0.10860
1.125	0.10935
1.13	0.11019
1.135	0.11080
1.14	0.11155
1.145	0.11228
1.15	0.11294
1.155	0.11351
1.16	0.11391
1.165	0.11426
1.17	0.11479
1.175	0.11514
1.18	0.11570
1.185	0.11602
1.19	0.11639
1.195	0.11667
1.2	0.11693
1.205	0.11731
1.21	0.11754
1.215	0.11816
1.22	0.11854
1.225	0.11853
1.23	0.11878
1.235	0.11906
1.24	0.11929
1.245	0.11962
1.25	0.11914
1.255	0.11953
1.26	0.11968
1.265	0.12036
1.27	0.12067
1.275	0.12083
1.28	0.12138
1.285	0.12157
1.29	0.12189
1.295	0.12237
1.3	0.12298
1.305	0.12359
1.31	0.12390
1.315	0.12419
1.32	0.12451
1.325	0.12508
1.33	0.12551
1.335	0.12618
1.34	0.12632
1.345	0.12675
1.35	0.12728
1.355	0.12733
1.36	0.12730
1.365	0.12857
1.37	0.12916
1.375	0.12930
1.38	0.12897
1.385	0.13100
1.39	0.13116
1.395	0.13091
1.4	0.13137
1.405	0.13203
1.41	0.13287
1.415	0.13330
1.42	0.13361
1.425	0.13413
1.43	0.13438
1.435	0.13493
1.44	0.13537
1.445	0.13575
1.45	0.13627
1.455	0.13635
1.46	0.13672
1.465	0.13736
1.47	0.13756
1.475	0.13793
1.48	0.13833
1.485	0.13850
1.49	0.13881
1.495	0.13924
1.5	0.13938
1.505	0.13932
1.51	0.13982
1.515	0.14014
1.52	0.14055
1.525	0.14060
1.53	0.14090
1.535	0.14100
1.54	0.14125
1.545	0.14150
1.55	0.14197
1.555	0.14206
1.56	0.14227
1.565	0.14231
1.57	0.14246
1.575	0.14251
1.58	0.14267
1.585	0.14279
1.59	0.14296
1.595	0.14296
1.6	0.14313
1.605	0.14359
1.61	0.14371
1.615	0.14386
1.62	0.14397
1.625	0.14404
1.63	0.14373
1.635	0.14421
1.64	0.14447
1.645	0.14488
1.65	0.14504
1.655	0.14497
1.66	0.14573
1.665	0.14625
1.67	0.14643
1.675	0.14625
1.68	0.14659
1.685	0.14658
1.69	0.14658
1.695	0.14666
1.7	0.14786
1.705	0.14745
1.71	0.14755
1.715	0.14740
1.72	0.14747
1.725	0.14773
1.73	0.14774
1.735	0.14783
1.74	0.14780
1.745	0.14778
1.75	0.14808
1.755	0.14810
1.76	0.14813
1.765	0.14835
1.77	0.14832
1.775	0.14857
1.78	0.14860
1.785	0.14859
1.79	0.14897
1.795	0.14897
1.8	0.14917
1.805	0.14957
1.81	0.14947
1.815	0.14964
1.82	0.14981
1.825	0.14986
1.83	0.15030
1.835	0.14992
1.84	0.15121
1.845	0.15055
1.85	0.15106
1.855	0.15096
1.86	0.15152
1.865	0.15073
1.87	0.15129
1.875	0.15198
1.88	0.15230
1.885	0.15203
1.89	0.15250
1.895	0.15227
1.9	0.15222
1.905	0.15304
1.91	0.15333
1.915	0.15368
1.92	0.15388
1.925	0.15402
1.93	0.15407
1.935	0.15380
1.94	0.15454
1.945	0.15454
1.95	0.15466
1.955	0.15490
1.96	0.15512
1.965	0.15565
1.97	0.15563
1.975	0.15581
1.98	0.15582
1.985	0.15662
1.99	0.15674
1.995	0.15710
2	0.15749
2.005	0.15732
2.01	0.15787
2.015	0.15804
2.02	0.15854
2.025	0.15854
2.03	0.15875
2.035	0.15902
2.04	0.15940
2.045	0.15954
2.05	0.15953
2.055	0.15976
2.06	0.15999
2.065	0.16018
2.07	0.16040
2.075	0.16102
2.08	0.16141
2.085	0.16164
2.09	0.16176
2.095	0.16180
2.1	0.16246
2.105	0.16294
2.11	0.16299
2.115	0.16315
2.12	0.16344
2.125	0.16353
2.13	0.16404
2.135	0.16402
2.14	0.16409
2.145	0.16415
2.15	0.16466
2.155	0.16514
2.16	0.16527
2.165	0.16584
2.17	0.16608
2.175	0.16649
2.18	0.16672
2.185	0.16736
2.19	0.16759
2.195	0.16772
2.2	0.16825
2.205	0.16888
2.21	0.16942
2.215	0.16986
2.22	0.17026
2.225	0.17041
2.23	0.17091
2.235	0.17151
2.24	0.17191
2.245	0.17198
2.25	0.17245
2.255	0.17284
2.26	0.17316
2.265	0.17381
2.27	0.17417
2.275	0.17436
2.28	0.17498
2.285	0.17508
2.29	0.17548
2.295	0.17606
2.3	0.17699
2.305	0.17715
2.31	0.17773
2.315	0.17808
2.32	0.17845
2.325	0.17881
2.33	0.17892
2.335	0.17912
2.34	0.17961
2.345	0.17991
2.35	0.18005
2.355	0.18066
2.36	0.18106
2.365	0.18144
2.37	0.18176
2.375	0.18201
2.38	0.18249
2.385	0.18274
2.39	0.18328
2.395	0.18393
2.4	0.18460
2.405	0.18525
2.41	0.18519
2.415	0.18563
2.42	0.18672
2.425	0.18747
2.43	0.18785
2.435	0.18792
2.44	0.18899
2.445	0.18918
2.45	0.18986
2.455	0.19038
2.46	0.19089
2.465	0.19144
2.47	0.19187
2.475	0.19362
2.48	0.19362
2.485	0.19417
2.49	0.19478
2.495	0.19537
2.5	0.19569
2.502	0.19590
2.5032	0.19572
2.5044	0.19549
2.5056	0.19550
2.5068	0.19550
2.508	0.19546
2.5093	0.19601
2.5105	0.19639
2.5117	0.19651
2.5129	0.19737
2.5141	0.19769
2.5153	0.19718
2.5166	0.19668
2.5178	0.19692
2.519	0.19782
2.5202	0.19819
2.5215	0.19778
2.5227	0.19761
2.5239	0.19761
2.5252	0.19761
2.5264	0.19759
2.5276	0.19761
2.5288	0.19784
2.5301	0.19827
2.5313	0.19849
2.5326	0.19904
2.5338	0.19882
2.535	0.19840
2.5363	0.19807
2.5375	0.19801
2.5388	0.19837
2.54	0.19880
2.5412	0.19881
2.5425	0.19873
2.5437	0.19911
2.545	0.19949
2.5462	0.19942
2.5475	0.19991
2.5487	0.20005
2.55	0.19973
2.5512	0.19980
2.5525	0.20028
2.5538	0.20025
2.555	0.20002
2.5563	0.19997
2.5575	0.20038
2.5588	0.20073
2.5601	0.20053
2.5613	0.20071
2.5626	0.20133
2.5639	0.20159
2.5651	0.20174
2.5664	0.20127
2.5677	0.20087
2.5689	0.20136
2.5702	0.20166
2.5715	0.20167
2.5728	0.20163
2.574	0.20161
2.5753	0.20188
2.5766	0.20192
2.5779	0.20189
2.5792	0.20203
2.5805	0.20226
2.5817	0.20253
2.583	0.20237
2.5843	0.20267
2.5856	0.20344
2.5869	0.20310
2.5882	0.20307
2.5895	0.20352
2.5908	0.20319
2.5921	0.20267
2.5934	0.20286
2.5947	0.20310
2.596	0.20404
2.5973	0.20462
2.5986	0.20430
2.5999	0.20417
2.6012	0.20391
2.6025	0.20405
2.6038	0.20468
2.6051	0.20474
2.6064	0.20530
2.6077	0.20590
2.609	0.20531
2.6103	0.20555
2.6117	0.20588
2.613	0.20535
2.6143	0.20542
2.6156	0.20585
2.6169	0.20602
2.6183	0.20627
2.6196	0.20618
2.6209	0.20639
2.6222	0.20683
2.6236	0.20681
2.6249	0.20685
2.6262	0.20705
2.6275	0.20727
2.6289	0.20700
2.6302	0.20661
2.6315	0.20719
2.6329	0.20724
2.6342	0.20709
2.6356	0.20772
2.6369	0.20775
2.6382	0.20775
2.6396	0.20761
2.6409	0.20749
2.6423	0.20762
2.6436	0.20772
2.645	0.20760
2.6463	0.20763
2.6477	0.20821
2.649	0.20855
2.6504	0.20840
2.6517	0.20785
2.6531	0.20801
2.6544	0.20845
2.6558	0.20857
2.6572	0.20875
2.6585	0.20867
2.6599	0.20881
2.6613	0.20854
2.6626	0.20879
2.664	0.20905
2.6654	0.20904
2.6667	0.20901
2.6681	0.20882
2.6695	0.20836
2.6709	0.20818
2.6722	0.20896
2.6736	0.20870
2.675	0.20870
2.6764	0.20888
2.6778	0.20925
2.6791	0.20929
2.6805	0.20910
2.6819	0.20921
2.6833	0.20942
2.6847	0.20972
2.6861	0.20929
2.6875	0.20898
2.6889	0.20916
2.6903	0.20900
2.6917	0.20896
2.6931	0.20943
2.6945	0.20940
2.6959	0.20936
2.6973	0.20922
2.6987	0.20943
2.7001	0.20971
2.7015	0.20947
2.7029	0.20917
2.7043	0.20942
2.7057	0.20960
2.7071	0.20961
2.7085	0.20926
2.71	0.20914
2.7114	0.20954
2.7128	0.20972
2.7142	0.20929
2.7156	0.20944
2.7171	0.20973
2.7185	0.20972
2.7199	0.20956
2.7213	0.20923
2.7228	0.20911
2.7242	0.20920
2.7256	0.20980
2.7271	0.20998
2.7285	0.20960
2.7299	0.20912
2.7314	0.20885
2.7328	0.20873
2.7342	0.20865
2.7357	0.20900
2.7371	0.20908
2.7386	0.20870
2.74	0.20854
2.7415	0.20885
2.7429	0.20871
2.7444	0.20827
2.7458	0.20862
2.7473	0.20876
2.7487	0.20823
2.7502	0.20787
2.7517	0.20818
2.7531	0.20824
2.7546	0.20775
2.7561	0.20757
2.7575	0.20786
2.759	0.20803
2.7605	0.20808
2.7619	0.20754
2.7634	0.20709
2.7649	0.20744
2.7663	0.20755
2.7678	0.20690
2.7693	0.20679
2.7708	0.20702
2.7723	0.20672
2.7737	0.20645
2.7752	0.20643
2.7767	0.20656
2.7782	0.20664
2.7797	0.20624
2.7812	0.20551
2.7827	0.20552
2.7842	0.20566
2.7857	0.20543
2.7872	0.20549
2.7887	0.20568
2.7902	0.20554
2.7917	0.20512
2.7932	0.20472
2.7947	0.20479
2.7962	0.20469
2.7977	0.20472
2.7992	0.20508
2.8007	0.20521
2.8022	0.20496
2.8038	0.20478
2.8053	0.20456
2.8068	0.20445
2.8083	0.20434
2.8098	0.20439
2.8114	0.20465
2.8129	0.20479
2.8144	0.20442
2.8159	0.20434
2.8175	0.20406
2.819	0.20385
2.8205	0.20386
2.8221	0.20395
2.8236	0.20403
2.8251	0.20413
2.8267	0.20382
2.8282	0.20349
2.8298	0.20374
2.8313	0.20402
2.8329	0.20401
2.8344	0.20374
2.836	0.20376
2.8375	0.20381
2.8391	0.20376
2.8406	0.20365
2.8422	0.20361
2.8437	0.20371
2.8453	0.20361
2.8469	0.20354
2.8484	0.20382
2.85	0.20350
2.8516	0.20321
2.8531	0.20357
2.8547	0.20358
2.8563	0.20340
2.8578	0.20346
2.8594	0.20356
2.861	0.20373
2.8626	0.20389
2.8642	0.20405
2.8657	0.20375
2.8673	0.20369
2.8689	0.20389
2.8705	0.20424
2.8721	0.20420
2.8737	0.20403
2.8753	0.20388
2.8769	0.20408
2.8785	0.20442
2.8801	0.20443
2.8817	0.20450
2.8833	0.20482
2.8849	0.20490
2.8865	0.20496
2.8881	0.20483
2.8897	0.20475
2.8913	0.20486
2.8929	0.20503
2.8945	0.20504
2.8962	0.20483
2.8978	0.20478
2.8994	0.20473
2.901	0.20493
2.9027	0.20494
2.9043	0.20482
2.9059	0.20507
2.9075	0.20525
2.9092	0.20531
2.9108	0.20545
2.9124	0.20547
2.9141	0.20551
2.9157	0.20565
2.9174	0.20547
2.919	0.20548
2.9206	0.20554
2.9223	0.20567
2.9239	0.20586
2.9256	0.20601
2.9272	0.20568
2.9289	0.20541
2.9305	0.20565
2.9322	0.20572
2.9339	0.20583
2.9355	0.20605
2.9372	0.20610
2.9389	0.20580
2.9405	0.20561
2.9422	0.20599
2.9439	0.20619
2.9455	0.20614
2.9472	0.20610
2.9489	0.20611
2.9506	0.20620
2.9522	0.20633
2.9539	0.20630
2.9556	0.20628
2.9573	0.20644
2.959	0.20632
2.9607	0.20619
2.9624	0.20626
2.9641	0.20620
2.9658	0.20625
2.9674	0.20636
2.9691	0.20659
2.9709	0.20673
2.9726	0.20661
2.9743	0.20651
2.976	0.20643
2.9777	0.20622
2.9794	0.20611
2.9811	0.20644
2.9828	0.20665
2.9845	0.20646
2.9863	0.20649
2.988	0.20687
2.9897	0.20700
2.9914	0.20680
2.9931	0.20664
2.9949	0.20676
2.9966	0.20692
2.9983	0.20716
3.0001	0.20723
3.0018	0.20715
3.0036	0.20726
3.0053	0.20744
3.007	0.20704
3.0088	0.20693
3.0105	0.20707
3.0123	0.20724
3.014	0.20738
3.0158	0.20749
3.0175	0.20735
3.0193	0.20734
3.0211	0.20752
3.0228	0.20741
3.0246	0.20697
3.0263	0.20713
3.0281	0.20771
3.0299	0.20800
3.0317	0.20828
3.0334	0.20840
3.0352	0.20833
3.037	0.20821
3.0388	0.20811
3.0405	0.20834
3.0423	0.20845
3.0441	0.20838
3.0459	0.20822
3.0477	0.20804
3.0495	0.20810
3.0513	0.20871
3.0531	0.20890
3.0549	0.20857
3.0567	0.20855
3.0585	0.20867
3.0603	0.20889
3.0621	0.20895
3.0639	0.20896
3.0657	0.20895
3.0675	0.20875
3.0694	0.20859
3.0712	0.20866
3.073	0.20895
3.0748	0.20918
3.0766	0.20920
3.0785	0.20909
3.0803	0.20912
3.0821	0.20926
3.084	0.20921
3.0858	0.20929
3.0876	0.20952
3.0895	0.20963
3.0913	0.20950
3.0932	0.20930
3.095	0.20941
3.0969	0.20976
3.0987	0.21001
3.1006	0.20985
3.1024	0.20975
3.1043	0.20980
3.1061	0.20993
3.108	0.21007
3.1099	0.21013
3.1117	0.21020
3.1136	0.21024
3.1155	0.21000
3.1173	0.21033
3.1192	0.21067
3.1211	0.21089
3.123	0.21084
3.1249	0.21066
3.1267	0.21054
3.1286	0.21082
3.1305	0.21112
3.1324	0.21126
3.1343	0.21132
3.1362	0.21120
3.1381	0.21123
3.14	0.21165
3.1419	0.21168
3.1438	0.21168
3.1457	0.21157
3.1476	0.21163
3.1495	0.21175
3.1514	0.21188
3.1534	0.21194
3.1553	0.21212
3.1572	0.21249
3.1591	0.21248
3.1611	0.21241
3.163	0.21253
3.1649	0.21273
3.1669	0.21275
3.1688	0.21256
3.1707	0.21271
3.1727	0.21260
3.1746	0.21248
3.1766	0.21282
3.1785	0.21312
3.1805	0.21316
3.1824	0.21313
3.1844	0.21315
3.1863	0.21318
3.1883	0.21346
3.1902	0.21365
3.1922	0.21373
3.1942	0.21375
3.1961	0.21368
3.1981	0.21383
3.2001	0.21410
3.2021	0.21440
3.204	0.21428
3.206	0.21411
3.208	0.21443
3.21	0.21455
3.212	0.21461
3.214	0.21493
3.216	0.21511
3.218	0.21524
3.22	0.21540
3.222	0.21541
3.224	0.21547
3.226	0.21565
3.228	0.21543
3.23	0.21553
3.232	0.21579
3.234	0.21574
3.236	0.21559
3.2381	0.21574
3.2401	0.21597
3.2421	0.21607
3.2441	0.21622
3.2462	0.21644
3.2482	0.21645
3.2502	0.21625
3.2523	0.21639
3.2543	0.21656
3.2564	0.21671
3.2584	0.21710
3.2605	0.21711
3.2625	0.21724
3.2646	0.21745
3.2666	0.21735
3.2687	0.21740
3.2707	0.21753
3.2728	0.21756
3.2749	0.21770
3.277	0.21767
3.279	0.21759
3.2811	0.21776
3.2832	0.21803
3.2853	0.21831
3.2873	0.21843
3.2894	0.21834
3.2915	0.21829
3.2936	0.21841
3.2957	0.21853
3.2978	0.21875
3.2999	0.21902
3.302	0.21916
3.3041	0.21932
3.3062	0.21930
3.3083	0.21922
3.3104	0.21947
3.3125	0.21963
3.3147	0.21951
3.3168	0.21929
3.3189	0.21941
3.321	0.21977
3.3232	0.22000
3.3253	0.22025
3.3274	0.22044
3.3296	0.22047
3.3317	0.22046
3.3338	0.22071
3.336	0.22088
3.3381	0.22071
3.3403	0.22069
3.3424	0.22064
3.3446	0.22082
3.3468	0.22108
3.3489	0.22105
3.3511	0.22118
3.3533	0.22117
3.3554	0.22124
3.3576	0.22131
3.3598	0.22135
3.362	0.22132
3.3641	0.22156
3.3663	0.22169
3.3685	0.22177
3.3707	0.22198
3.3729	0.22208
3.3751	0.22209
3.3773	0.22227
3.3795	0.22249
3.3817	0.22271
3.3839	0.22293
3.3861	0.22304
3.3883	0.22319
3.3905	0.22343
3.3928	0.22345
3.395	0.22355
3.3972	0.22368
3.3994	0.22375
3.4017	0.22378
3.4039	0.22363
3.4061	0.22368
3.4084	0.22392
3.4106	0.22411
3.4129	0.22417
3.4151	0.22427
3.4174	0.22464
3.4196	0.22495
3.4219	0.22520
3.4241	0.22528
3.4264	0.22556
3.4287	0.22591
3.4309	0.22586
3.4332	0.22570
3.4355	0.22589
3.4378	0.22608
3.44	0.22619
3.4423	0.22634
3.4446	0.22627
3.4469	0.22629
3.4492	0.22654
3.4515	0.22673
3.4538	0.22677
3.4561	0.22693
3.4584	0.22712
3.4607	0.22703
3.463	0.22693
3.4653	0.22694
3.4676	0.22714
3.47	0.22728
3.4723	0.22722
3.4746	0.22741
3.477	0.22765
3.4793	0.22765
3.4816	0.22750
3.484	0.22758
3.4863	0.22786
3.4887	0.22798
3.491	0.22808
3.4934	0.22823
3.4957	0.22837
3.4981	0.22854
3.5004	0.22872
3.5028	0.22894
3.5052	0.22917
3.5075	0.22940
3.5099	0.22954
3.5123	0.22978
3.5147	0.22985
3.5171	0.22982
3.5194	0.22981
3.5218	0.22976
3.5242	0.22974
3.5266	0.22988
3.529	0.23016
3.5314	0.23029
3.5338	0.23026
3.5362	0.23042
3.5387	0.23066
3.5411	0.23089
3.5435	0.23103
3.5459	0.23106
3.5483	0.23099
3.5508	0.23094
3.5532	0.23112
3.5556	0.23133
3.5581	0.23139
3.5605	0.23157
3.563	0.23177
3.5654	0.23195
3.5679	0.23199
3.5703	0.23200
3.5728	0.23199
3.5753	0.23199
3.5777	0.23217
3.5802	0.23250
3.5827	0.23274
3.5852	0.23264
3.5876	0.23278
3.5901	0.23308
3.5926	0.23319
3.5951	0.23323
3.5976	0.23326
3.6001	0.23345
3.6026	0.23360
3.6051	0.23367
3.6076	0.23370
3.6101	0.23382
3.6126	0.23396
3.6152	0.23411
3.6177	0.23426
3.6202	0.23435
3.6227	0.23446
3.6253	0.23472
3.6278	0.23488
3.6303	0.23496
3.6329	0.23501
3.6354	0.23518
3.638	0.23536
3.6405	0.23536
3.6431	0.23546
3.6457	0.23565
3.6482	0.23574
3.6508	0.23591
3.6534	0.23582
3.6559	0.23567
3.6585	0.23592
3.6611	0.23628
3.6637	0.23634
3.6663	0.23649
3.6689	0.23669
3.6715	0.23655
3.6741	0.23655
3.6767	0.23667
3.6793	0.23689
3.6819	0.23716
3.6845	0.23714
3.6872	0.23707
3.6898	0.23718
3.6924	0.23728
3.695	0.23737
3.6977	0.23749
3.7003	0.23758
3.703	0.23767
3.7056	0.23782
3.7083	0.23794
3.7109	0.23806
3.7136	0.23807
3.7162	0.23804
3.7189	0.23815
3.7216	0.23816
3.7242	0.23824
3.7269	0.23849
3.7296	0.23846
3.7323	0.23852
3.735	0.23865
3.7377	0.23883
3.7404	0.23890
3.7431	0.23897
3.7458	0.23902
3.7485	0.23908
3.7512	0.23914
3.7539	0.23924
3.7566	0.23936
3.7593	0.23942
3.7621	0.23951
3.7648	0.23961
3.7675	0.23972
3.7703	0.23990
3.773	0.24006
3.7758	0.24014
3.7785	0.24009
3.7813	0.24018
3.784	0.24024
3.7868	0.24033
3.7896	0.24046
3.7923	0.24052
3.7951	0.24068
3.7979	0.24082
3.8007	0.24089
3.8035	0.24103
3.8063	0.24127
3.8091	0.24133
3.8119	0.24122
3.8147	0.24125
3.8175	0.24154
3.8203	0.24154
3.8231	0.24143
3.8259	0.24168
3.8288	0.24192
3.8316	0.24204
3.8344	0.24206
3.8373	0.24203
3.8401	0.24208
3.8429	0.24221
3.8458	0.24219
3.8487	0.24215
3.8515	0.24230
3.8544	0.24256
3.8572	0.24272
3.8601	0.24271
3.863	0.24272
3.8659	0.24281
3.8688	0.24286
3.8716	0.24296
3.8745	0.24322
3.8774	0.24331
3.8803	0.24329
3.8832	0.24345
3.8862	0.24349
3.8891	0.24342
3.892	0.24336
3.8949	0.24355
3.8978	0.24364
3.9008	0.24362
3.9037	0.24357
3.9067	0.24365
3.9096	0.24380
3.9126	0.24388
3.9155	0.24389
3.9185	0.24390
3.9214	0.24377
3.9244	0.24387
3.9274	0.24393
3.9304	0.24394
3.9333	0.24395
3.9363	0.24395
3.9393	0.24389
3.9423	0.24388
3.9453	0.24400
3.9483	0.24406
3.9513	0.24403
3.9543	0.24410
3.9574	0.24416
3.9604	0.24408
3.9634	0.24385
3.9664	0.24389
3.9695	0.24410
3.9725	0.24424
3.9756	0.24420
3.9786	0.24411
3.9817	0.24407
3.9847	0.24414
3.9878	0.24412
3.9909	0.24409
3.9939	0.24412
3.997	0.24420
4.0001	0.24417
4.0032	0.24416
4.0063	0.24414
4.0094	0.24421
4.0125	0.24424
4.0156	0.24423
4.0187	0.24425
4.0218	0.24444
4.0249	0.24453
4.0281	0.24440
4.0312	0.24438
4.0343	0.24434
4.0375	0.24430
4.0406	0.24429
4.0438	0.24429
4.0469	0.24429
4.0501	0.24426
4.0533	0.24436
4.0564	0.24425
4.0596	0.24430
4.0628	0.24441
4.066	0.24440
4.0692	0.24439
4.0724	0.24431
4.0756	0.24425
4.0788	0.24426
4.082	0.24428
4.0852	0.24434
4.0884	0.24429
4.0917	0.24422
4.0949	0.24413
4.0981	0.24407
4.1014	0.24409
4.1046	0.24410
4.1079	0.24402
4.1111	0.24388
4.1144	0.24379
4.1177	0.24383
4.1209	0.24387
4.1242	0.24379
4.1275	0.24376
4.1308	0.24376
4.1341	0.24361
4.1374	0.24357
4.1407	0.24363
4.144	0.24370
4.1473	0.24366
4.1506	0.24363
4.154	0.24353
4.1573	0.24343
4.1606	0.24338
4.164	0.24347
4.1673	0.24337
4.1707	0.24328
4.174	0.24324
4.1774	0.24321
4.1808	0.24314
4.1841	0.24318
4.1875	0.24310
4.1909	0.24304
4.1943	0.24285
4.1977	0.24273
4.2011	0.24278
4.2045	0.24284
4.2079	0.24286
4.2113	0.24275
4.2147	0.24255
4.2182	0.24245
4.2216	0.24246
4.225	0.24258
4.2285	0.24247
4.2319	0.24235
4.2354	0.24225
4.2389	0.24214
4.2423	0.24202
4.2458	0.24204
4.2493	0.24196
4.2528	0.24183
4.2563	0.24167
4.2598	0.24151
4.2633	0.24150
4.2668	0.24145
4.2703	0.24138
4.2738	0.24115
4.2773	0.24096
4.2809	0.24109
4.2844	0.24101
4.288	0.24079
4.2915	0.24062
4.2951	0.24065
4.2986	0.24056
4.3022	0.24038
4.3058	0.24026
4.3093	0.24005
4.3129	0.23988
4.3165	0.23983
4.3201	0.23968
4.3237	0.23945
4.3273	0.23926
4.3309	0.23934
4.3346	0.23927
4.3382	0.23907
4.3418	0.23892
4.3455	0.23882
4.3491	0.23864
4.3528	0.23840
4.3564	0.23819
4.3601	0.23804
4.3638	0.23800
4.3674	0.23793
4.3711	0.23770
4.3748	0.23749
4.3785	0.23733
4.3822	0.23722
4.3859	0.23711
4.3896	0.23691
4.3933	0.23668
4.3971	0.23654
4.4008	0.23643
4.4045	0.23620
4.4083	0.23590
4.412	0.23589
4.4158	0.23578
4.4196	0.23561
4.4233	0.23555
4.4271	0.23553
4.4309	0.23534
4.4347	0.23509
4.4385	0.23491
4.4423	0.23475
4.4461	0.23464
4.4499	0.23456
4.4537	0.23427
4.4576	0.23405
4.4614	0.23392
4.4652	0.23376
4.4691	0.23357
4.4729	0.23356
4.4768	0.23338
4.4807	0.23316
4.4845	0.23291
4.4884	0.23268
4.4923	0.23253
4.4962	0.23246
4.5001	0.23232
4.504	0.23205
4.5079	0.23171
4.5119	0.23140
4.5158	0.23117
4.5197	0.23103
4.5237	0.23079
4.5276	0.23058
4.5316	0.23026
4.5356	0.22998
4.5395	0.22964
4.5435	0.22933
4.5475	0.22907
4.5515	0.22881
4.5555	0.22848
4.5595	0.22814
4.5635	0.22778
4.5675	0.22748
4.5715	0.22704
4.5756	0.22667
4.5796	0.22636
4.5837	0.22601
4.5877	0.22556
4.5918	0.22510
4.5959	0.22467
4.5999	0.22426
4.604	0.22374
4.6081	0.22330
4.6122	0.22290
4.6163	0.22257
4.6204	0.22210
4.6246	0.22160
4.6287	0.22106
4.6328	0.22047
4.637	0.21997
4.6411	0.21950
4.6453	0.21891
4.6494	0.21833
4.6536	0.21776
4.6578	0.21720
4.662	0.21667
4.6662	0.21625
4.6704	0.21578
4.6746	0.21524
4.6788	0.21460
4.683	0.21405
4.6873	0.21351
4.6915	0.21298
4.6958	0.21241
4.7	0.21177
4.7043	0.21112
4.7086	0.21058
4.7129	0.20998
4.7171	0.20945
4.7214	0.20897
4.7257	0.20836
4.7301	0.20769
4.7344	0.20705
4.7387	0.20644
4.743	0.20583
4.7474	0.20527
4.7517	0.20468
4.7561	0.20398
4.7605	0.20334
4.7648	0.20280
4.7692	0.20228
4.7736	0.20171
4.778	0.20109
4.7824	0.20047
4.7868	0.19995
4.7913	0.19935
4.7957	0.19872
4.8001	0.19818
4.8046	0.19764
4.809	0.19699
4.8135	0.19640
4.818	0.19578
4.8225	0.19525
4.8269	0.19470
4.8314	0.19402
4.8359	0.19341
4.8405	0.19287
4.845	0.19212
