6.499040e+002,5.864697e+000
6.503861e+002,5.873412e+000
6.508682e+002,5.885942e+000
6.513503e+002,5.902224e+000
6.518325e+002,5.921223e+000
6.523146e+002,5.941147e+000
6.527968e+002,5.959970e+000
6.532789e+002,5.976169e+000
6.537610e+002,5.989267e+000
6.542431e+002,6.000221e+000
6.547252e+002,6.010962e+000
6.552073e+002,6.023764e+000
6.556895e+002,6.040245e+000
6.561716e+002,6.060716e+000
6.566537e+002,6.083951e+000
6.571359e+002,6.107694e+000
6.576180e+002,6.129348e+000
6.581001e+002,6.147143e+000
6.585822e+002,6.160500e+000
6.590643e+002,6.170258e+000
6.595465e+002,6.178146e+000
6.600286e+002,6.186093e+000
6.605107e+002,6.195550e+000
6.609929e+002,6.207186e+000
6.614750e+002,6.220814e+000
6.619571e+002,6.235795e+000
6.624392e+002,6.251240e+000
6.629213e+002,6.266244e+000
6.634035e+002,6.279859e+000
6.638856e+002,6.291045e+000
6.643677e+002,6.298685e+000
6.648499e+002,6.301869e+000
6.653320e+002,6.300219e+000
6.658141e+002,6.294457e+000
6.662962e+002,6.286377e+000
6.667784e+002,6.278683e+000
6.672605e+002,6.274255e+000
6.677426e+002,6.275299e+000
6.682247e+002,6.282638e+000
6.687068e+002,6.295481e+000
6.691890e+002,6.311658e+000
6.696711e+002,6.328585e+000
6.701532e+002,6.343986e+000
6.706354e+002,6.356812e+000
6.711175e+002,6.367303e+000
6.715996e+002,6.376819e+000
6.720817e+002,6.387094e+000
6.725638e+002,6.399520e+000
6.730460e+002,6.414548e+000
6.735281e+002,6.431634e+000
6.740102e+002,6.449404e+000
6.744924e+002,6.466231e+000
6.749745e+002,6.480725e+000
6.754566e+002,6.492193e+000
6.759387e+002,6.500685e+000
6.764208e+002,6.506910e+000
6.769030e+002,6.511826e+000
6.773851e+002,6.516405e+000
6.778672e+002,6.521264e+000
6.783494e+002,6.526657e+000
6.788315e+002,6.532477e+000
6.793136e+002,6.538676e+000
6.797957e+002,6.545056e+000
6.802778e+002,6.551906e+000
6.807599e+002,6.559804e+000
6.812421e+002,6.569547e+000
6.817242e+002,6.581730e+000
6.822064e+002,6.596490e+000
6.826885e+002,6.613174e+000
6.831706e+002,6.630434e+000
6.836527e+002,6.646445e+000
6.841348e+002,6.659484e+000
6.846169e+002,6.668406e+000
6.850991e+002,6.673123e+000
6.855812e+002,6.674532e+000
6.860634e+002,6.674308e+000
6.865455e+002,6.674265e+000
6.870276e+002,6.675836e+000
6.875097e+002,6.679625e+000
6.879918e+002,6.685401e+000
6.884739e+002,6.692336e+000
6.889561e+002,6.699554e+000
6.894382e+002,6.706487e+000
6.899203e+002,6.713166e+000
6.904025e+002,6.720198e+000
6.908846e+002,6.728469e+000
6.913667e+002,6.738783e+000
6.918488e+002,6.751625e+000
6.923309e+002,6.766938e+000
6.928131e+002,6.784261e+000
6.932952e+002,6.802766e+000
6.937773e+002,6.821511e+000
6.942595e+002,6.839536e+000
6.947416e+002,6.856000e+000
6.952237e+002,6.870210e+000
6.957058e+002,6.881780e+000
6.961879e+002,6.890666e+000
6.966701e+002,6.897284e+000
6.971522e+002,6.902394e+000
6.976343e+002,6.906949e+000
6.981165e+002,6.911792e+000
6.985986e+002,6.917409e+000
6.990807e+002,6.923755e+000
6.995628e+002,6.930315e+000
7.000449e+002,6.936301e+000
7.005271e+002,6.941046e+000
7.010092e+002,6.944255e+000
7.014913e+002,6.946217e+000
7.019734e+002,6.947703e+000
7.024556e+002,6.949789e+000
7.029377e+002,6.953503e+000
7.034198e+002,6.959583e+000
7.039019e+002,6.968241e+000
7.043841e+002,6.979182e+000
7.048662e+002,6.991586e+000
7.053483e+002,7.004301e+000
7.058304e+002,7.016010e+000
7.063126e+002,7.025483e+000
7.067947e+002,7.031809e+000
7.072768e+002,7.034665e+000
7.077590e+002,7.034466e+000
7.082411e+002,7.032389e+000
7.087232e+002,7.030099e+000
7.092053e+002,7.029389e+000
7.096874e+002,7.031675e+000
7.101696e+002,7.037673e+000
7.106517e+002,7.047004e+000
7.111338e+002,7.058611e+000
7.116160e+002,7.070997e+000
7.120981e+002,7.082792e+000
7.125802e+002,7.093070e+000
7.130623e+002,7.101530e+000
7.135444e+002,7.108354e+000
7.140266e+002,7.113940e+000
7.145087e+002,7.118612e+000
7.149908e+002,7.122515e+000
7.154730e+002,7.125638e+000
7.159551e+002,7.128055e+000
7.164372e+002,7.130051e+000
7.169193e+002,7.132202e+000
7.174014e+002,7.135195e+000
7.178835e+002,7.139593e+000
7.183657e+002,7.145595e+000
7.188478e+002,7.152932e+000
7.193300e+002,7.161016e+000
7.198121e+002,7.169244e+000
7.202942e+002,7.177272e+000
7.207763e+002,7.185175e+000
7.212584e+002,7.193348e+000
7.217405e+002,7.202257e+000
7.222227e+002,7.212088e+000
7.227048e+002,7.222586e+000
7.231870e+002,7.233021e+000
7.236691e+002,7.242517e+000
7.241512e+002,7.250326e+000
7.246333e+002,7.256159e+000
7.251154e+002,7.260225e+000
7.255975e+002,7.263140e+000
7.260797e+002,7.265626e+000
7.265618e+002,7.268281e+000
7.270439e+002,7.271431e+000
7.275261e+002,7.275270e+000
7.280082e+002,7.279949e+000
7.284903e+002,7.285795e+000
7.289724e+002,7.293275e+000
7.294545e+002,7.302859e+000
7.299366e+002,7.314724e+000
7.304188e+002,7.328519e+000
7.309009e+002,7.343276e+000
7.313831e+002,7.357637e+000
7.318652e+002,7.370141e+000
7.323473e+002,7.379720e+000
7.328294e+002,7.385948e+000
7.333115e+002,7.389165e+000
7.337937e+002,7.390287e+000
7.342758e+002,7.390518e+000
7.347579e+002,7.390966e+000
7.352401e+002,7.392453e+000
7.357222e+002,7.395383e+000
7.362043e+002,7.399800e+000
7.366864e+002,7.405523e+000
7.371685e+002,7.412256e+000
7.376507e+002,7.419652e+000
7.381328e+002,7.427364e+000
7.386149e+002,7.435037e+000
7.390970e+002,7.442367e+000
7.395792e+002,7.449139e+000
7.400613e+002,7.455302e+000
7.405434e+002,7.460990e+000
7.410255e+002,7.466517e+000
7.415077e+002,7.472152e+000
7.419898e+002,7.478151e+000
7.424719e+002,7.484609e+000
7.429540e+002,7.491494e+000
7.434362e+002,7.498672e+000
7.439183e+002,7.506039e+000
7.444004e+002,7.513566e+000
7.448825e+002,7.521346e+000
7.453647e+002,7.529531e+000
7.458468e+002,7.538258e+000
7.463289e+002,7.547540e+000
7.468110e+002,7.557278e+000
7.472932e+002,7.567227e+000
7.477753e+002,7.577112e+000
7.482574e+002,7.586671e+000
7.487396e+002,7.595741e+000
7.492217e+002,7.604252e+000
7.497038e+002,7.612231e+000
7.501859e+002,7.619757e+000
7.506680e+002,7.626961e+000
